vendor_id,vendor_name,address,postal_code,city,country,email,bank_country,currency,vat_number,iban,bic,bank_account_number,bank_code,bank_name,company_entity,group,owner,belgian_number,payment_terms,norwegian_bankgiro_number,vendor_name_1
51997012S,Caldos y Manjares Global S.L.,"Avda. del Sol, 42",28891,Madrid,Spain,,Spain,EUR,51997012S,ES6321000004490201389698,CAIXESBB,,,Grand Savings,ES,Suppliers,,,,,
51997012S,Caldos y Manjares Global S.L.,"Calle Fabiola, 102, 10º Dcha.",28891,Madrid,Spain,,Spain,EUR,51997012S,ES6321000004490201389698,CAIXESBB,,,Apex Community Bank,ES,Suppliers,,,,,
B64861495,AECOC / Asociación Española Codificación Comercial,"Calle Fabiola, 102, 10º Dcha.",8508,Vigo,Spain,,Spain,EUR,B64861495,ES6421000496391300856302,CAIXESBB,,,Apex Community Bank,ES,Suppliers,,,,,
ESG28009116,AECOC / Asociación Española Codificación Comercial,"C\ Médico Rodríguez, 18 bajo 2",28014,Vigo,Spain,,Spain,EUR,ESG28009116,ES6421000496391300856302,CAIXESBB,,,Apex Community Bank,ES,Suppliers,,,,,
ESG28009116,2b-Tube Studios Media SL,"C\ Médico Rodríguez, 18 bajo 2",28014,San Sebastián,Spain,,Spain,EUR,ESG28009116,ES6530350175881750733950,CAIXESBB,,,Summit Financial Trust,ES,Suppliers,,,,,
B85837078,2b-Tube Studios Media SL,"Calle Ramón y Cajal, 7",28033,San Sebastián,Spain,,Spain,EUR,B85837078,ES6530350175881750733950,CAIXESBB,,,Summit Financial Trust,ES,Suppliers,,,,,
B85837078,RODILLA SÁNCHEZ GROUP S.L.,"Calle Ramón y Cajal, 7",28033,Alicante,Spain,,Spain,EUR,B85837078,ES6621000921801300685858,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers,,,,,
B01863968,RODILLA SÁNCHEZ GROUP S.L.,"C/ Avellana, 14",15004,Alicante,Spain,,Spain,EUR,B01863968,ES6621000921801300685858,CAIXESBB,,,Peak Community Bank,ES,Suppliers,,,,,
B01863968,Mangas Verdes Consulting S.L.,"Calle Aragonés, 6, 5ª Planta",15004,Madrid,Spain,,Spain,EUR,B01863968,ES6701280035660100017534,CAIXESBB,,,Peak Community Bank,ES,Suppliers,,,,,
B08639734,Mangas Verdes Consulting S.L.,"Calle Aragonés, 6, 5ª Planta",8006,Madrid,Spain,,Spain,EUR,B08639734,ES6701280035660100017534,BBVAESMM,,,Peak Community Bank,ES,Suppliers,,,,,
B08639734,M Leticia Galofré Consultora,"Calle Sierra, 239",8006,Madrid,Spain,,Spain,EUR,B08639734,ES6900817610790002101220,BBVAESMM,,,Peak Community Bank,ES,Suppliers,,,,,
A81601700,M Leticia Galofré Consultora,"Calle Sierra, 239",28016,Madrid,Spain,,Spain,EUR,A81601700,ES6900817610790002101220,BSCHESMM,,,Coastal National Bank,ES,Suppliers,,,,,
B86590841,La Pescadería de Ballesta S.L.,"Avenida César Vallejo, 25",28003,Badajoz,Spain,,Spain,EUR,B86590841,ES6901822342180010053641,BSCHESMM,,,Coastal National Bank,ES,Suppliers,,,,,
B86590841,La Pescadería de Ballesta S.L.,"Avenida César Vallejo, 25",28003,Badajoz,Spain,,Spain,EUR,B86590841,ES6901822342180010053641,BSCHESMM,,,Paramount Reserve Bank,ES,Suppliers,,,,,
B67535799,MIGUEL ÁNGEL GALLEGO LOPEZ,"Calle del Norte, 53",8020,Barcelona,Spain,,Spain,EUR,B67535799,ES7000491811332510384904,BSCHESMM,,,Paramount Reserve Bank,ES,Suppliers,,,,,
B64076482,SDA CATALUNYA DISTRIBUIDORA S.A.,"P.I. La Valla, Parcela 72, Nave 12",28003,Zaragoza,Spain,,Spain,EUR,B64076482,ES7020859287550330382646,BSCHESMM,,,Paramount Reserve Bank,ES,Suppliers,,,,,
B64076482,SDA CATALUNYA DISTRIBUIDORA S.A.,"Calle del Sol, 19, Bajo",28003,Zaragoza,Spain,,Spain,EUR,B64076482,ES7020859287550330382646,BSCHESMM,,,Apex Community Bank,ES,Suppliers,,,,,
B85226488,CÍRCULO BELLAS ARTES MADRID,"Calle del Sol, 19, Bajo",28008,Madrid,Spain,,Spain,EUR,B85226488,ES7201824609950205685374,BSABESBB,,,Apex Community Bank,ES,Suppliers,,,,,
B85226488,CÍRCULO BELLAS ARTES MADRID,"Calle Magenta, 10",28008,Madrid,Spain,,Spain,EUR,B85226488,ES7201824609950205685374,BSABESBB,,,Blue Ridge Bank,ES,Suppliers,,,,,
B86172996,HALLON INTELLIGENCE SOLUTIONS S.L.,"Calle Magenta, 10",28890,Madrid,Spain,,Spain,EUR,B86172996,ES7321008660620200049131,BSABESBB,,,Summit Financial Trust,ES,Suppliers,,,,,
B81800385,HALLON INTELLIGENCE SOLUTIONS S.L.,"Avenida de Gran Canaria, 196",28004,Madrid,Spain,,Spain,EUR,B81800385,ES7321008660620200049131,CAIXESBB,,,Summit Financial Trust,ES,Suppliers,,,,,
B81800385,DEGITARU DIGITAL S.L.,"Avenida de Gran Canaria, 196",28004,Madrid,Spain,,Spain,EUR,B81800385,ES7400815207330001192424,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers,,,,,
ESB62505524,DEGITARU DIGITAL S.L.,"C/ San Ignacio, Nº 98, Escalera 2, 1º Izquierda",33348,Madrid,Spain,,Spain,EUR,ESB62505524,ES7400815207330001192424,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers,,,,,
ESB62505524,BOVE MONTERO & ASOCIADOS,"C/ Aragonés, 29",33348,Gijón,Spain,,Spain,EUR,ESB62505524,ES7521008849182200035622,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers,,,,,
B88631593,BOVE MONTERO & ASOCIADOS,"C/ Aragonés, 29",28001,Gijón,Spain,,Spain,EUR,B88631593,ES7521008849182200035622,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers,,,,,
B88631593,ECOEMBALAJES ESPAÑA S.A.,"Avda. Juan XXIII, Nº 10, 7D",28001,Madrid,Spain,,Spain,EUR,B88631593,ES7621005986350200049949,CAIXESBB,,,True North Bank,ES,Suppliers,,,,,
ESB78187952,ECOEMBALAJES ESPAÑA S.A.,"Avda. Juan XXIII, Nº 10, 7D",28026,Madrid,Spain,,Spain,EUR,ESB78187952,ES7621005986350200049949,CAIXESBB,,,True North Bank,ES,Suppliers,,,,,
ESB78187952,Goiko Gourmet Chain S.L.,"Plaza del Mar, 12",28026,Lisbon,Spain,,Spain,EUR,ESB78187952,ES7700302019910297752274,CAIXESBB,,,People's Savings Bank,ES,Suppliers,,,,,
B85045326,Goiko Gourmet Chain S.L.,"Plaza del Mar, 12",28006,Lisbon,Spain,,Spain,EUR,B85045326,ES7700302019910297752274,CAIXESBB,,,Paramount Reserve Bank,ES,Suppliers,,,,,
53289293H,YOU TEACH ACADEMY S.L.,"Calle Rafael Sanz, 14",8024,London,Spain,,Spain,EUR,53289293H,ES7800496728812416354921,CAIXESBB,,,Paramount Reserve Bank,ES,Suppliers,,,,,
53289293H,YOU TEACH ACADEMY S.L.,"Calle Rafael Sanz, 14",8024,London,Spain,,Spain,EUR,53289293H,ES7800496728812416354921,CAIXESBB,,,Capital City Bank,ES,Suppliers,,,,,
05290520Z,QUIRÓN PREVENCIÓN SA,"Calle Almuñécar, Nº 15, 3º Centro Izquierda",28035,Naples,Spain,,Spain,EUR,05290520Z,ES8021003976210200107898,CAIXESBB,,,Capital City Bank,ES,Suppliers,,,,,
05290520Z,QUIRÓN PREVENCIÓN SA,"Calle Ávila, 4, 215",28035,Naples,Spain,,Spain,EUR,05290520Z,ES8021003976210200107898,CAIXESBB,,,Trustwell Bank,ES,Suppliers,,,,,
B79104469,Kleinson Consulting Group,"Calle Ávila, 4, 215",28020,Madrid,Spain,,Spain,EUR,B79104469,ES8100751283450600226027,CAIXESBB,,,Trustwell Bank,ES,Suppliers,,,,,
B79104469,Kleinson Consulting Group,Los Dos Girasoles,28020,Madrid,Spain,,Spain,EUR,B79104469,ES8100751283450600226027,CAIXESBB,,,Heritage Federal Bank,ES,Suppliers,,,,,
B70589262,Grupo Fire Solutions S.L.,Los Dos Girasoles,15011,A Coruña,Spain,,Spain,EUR,B70589262,ES8221003184102101462073,CAIXESBB,,,Heritage Federal Bank,ES,Suppliers,,,,,
B70589262,Grupo Fire Solutions S.L.,"Calle la Rambla, 396, Entresuelo 2ª",15011,A Coruña,Spain,,Spain,EUR,B70589262,ES8221003184102101462073,CAIXESBB,,,Heritage Federal Bank,ES,Suppliers,,,,,
ESB86676079,Pool de Creaciones Publicitarias U.S.,"Calle la Rambla, 396, Entresuelo 2ª",28010,MADRID,Spain,,Spain,EUR,ESB86676079,ES8321003400631300242432,CAIXESBB,,,Patriot Credit Union,ES,Suppliers,,,,,
B86654035,Pool de Creaciones Publicitarias U.S.,"Calle Mayor, 3",28232,Las Rozas de Madrid,Spain,,Spain,EUR,B86654035,ES8321003400631300242432,CAIXESBB,,,Mariner Financial,ES,Suppliers,,,,,
B86654035,ONEDIRECT TELECOM S.L.,"Calle Mayor, 3",28232,Las Rozas de Madrid,Spain,,Spain,EUR,B86654035,ES8801286010130101099955,CAIXESBB,,,Mariner Financial,ES,Suppliers,,,,,
B87310322,ONEDIRECT TELECOM S.L.,"Velázquez, 64-66, 7ª",28760,Madrid,Spain,,Spain,EUR,B87310322,ES8801286010130101099955,BBVAESMM,,,Victory Bank Corporation,ES,Suppliers,,,,,
B87310322,MONDAY BY URBANIA 8 MEDIA S.L.,"Velázquez, 64-66, 7ª",28760,Madrid,Spain,,Spain,EUR,B87310322,ES8820801217513040008065,BBVAESMM,,,Victory Bank Corporation,ES,Suppliers,,,,,
40985939P,MONDAY BY URBANIA 8 MEDIA S.L.,"Calle Navarra, 112, 4ª Planta",8025,Barcelona,Spain,,Spain,EUR,40985939P,ES8820801217513040008065,BSABESBB,,,Victory Bank Corporation,ES,Suppliers,,,,,
40985939P,PELDAÑO MEDIA CORPORATION,"Calle Navarra, 112, 4ª Planta",8025,Barcelona,Spain,,Spain,EUR,40985939P,ES8901824572450208517015,BSABESBB,,,Sunrise Federal Bank,ES,Suppliers,,,,,
B28921195,PELDAÑO MEDIA CORPORATION,"C/ Castilla La Vieja, 22, 3ª Planta",28034,MADRID,Spain,,Spain,EUR,B28921195,ES8901824572450208517015,BSABESBB,,,Sunrise Federal Bank,ES,Suppliers,,,,,
B28921195,21 GRAMOS STUDIOS,"C/ Castilla La Vieja, 22, 3ª Planta",28034,MADRID,Spain,,Spain,EUR,B28921195,ES9021002383210200305320,BSABESBB,,,Guardian Credit Union,ES,Suppliers,,,,,
ESB87944641,21 GRAMOS STUDIOS,"La Calle Real, Madrid, Spain",28001,Madrid,Spain,,Spain,EUR,ESB87944641,ES9021002383210200305320,BSABESBB,,,Guardian Credit Union,ES,Suppliers,,,,,
ESB65130643,Israel Hernández Rodríguez,"La Calle Real, Madrid, Spain",28002,Madrid,Spain,,Spain,EUR,ESB65130643,ES9101826058250201600988,BOFAES2,,,Guardian Credit Union,ES,Suppliers,,,,,
ESB65130643,Israel Hernández Rodríguez,"Plaza de la Concha, 1ª Planta",28002,Madrid,Spain,,Spain,EUR,ESB65130643,ES9101826058250201600988,BOFAES2,,,Evergreen Federal Bank,ES,Suppliers,,,,,
A79312609,María de Miguel Acuña Group,"Plaza de la Concha, 1ª Planta",28037,MADRID,Spain,,Spain,EUR,A79312609,ES9200814221940001182830,BOFAES2,,,Evergreen Federal Bank,ES,Suppliers,,,,,
A79312609,María de Miguel Acuña Group,"Calle del Sol, 18",28037,MADRID,Spain,,Spain,EUR,A79312609,ES9200814221940001182830,BOFAES2,,,Genesis National Bank,ES,Suppliers,,,,,
ESW0068301A,Deloitte Spain Consulting,La Costa Verde Fundación,28046,Madrid,Spain,,Spain,EUR,ESW0068301A,ES9400493002552114431342,BOFAES2,,,Genesis National Bank,ES,Suppliers,,,,,
ESW0068301A,Deloitte Spain Consulting,La Costa Verde Fundación,28046,Madrid,Spain,,Spain,EUR,ESW0068301A,ES9400493002552114431342,BOFAES2,,,Alliance Federal Bank,ES,Suppliers,,,,,
B65669970,Bar Connecting Society Solutions S.L.,"Alcalá, 44, 6",28015,Madrid,Spain,,Spain,EUR,B65669970,ES9401490101150303781002,BBVAESMM,,,Alliance Federal Bank,ES,Suppliers,,,,,
B28260933,INSTITUTE OF NETWORKING & KNOWLEDGE,108 Rue de la Liberté,28232,Madrid,Spain,,Spain,EUR,B28260933,ES9414850001030035639020,BBVAESMM,,,Alliance Federal Bank,ES,Suppliers,,,,,
G17808247,INSTITUTE OF NETWORKING & KNOWLEDGE,108 Rue de la Liberté,17811,Girona,Spain,,Spain,EUR,G17808247,ES9414850001030035639020,CAIXESBB,,,Alliance Federal Bank,ES,Suppliers,,,,,
G17808247,VISUAL WAGON MEDIA S.L.,"Grant Tower, 56-60 John Street, 3rd Floor",17811,Girona,Spain,,Spain,EUR,G17808247,ES9421006098901300217464,CAIXESBB,,,Alliance Federal Bank,ES,Suppliers,,,,,
B70760202,VISUAL WAGON MEDIA S.L.,"Grant Tower, 56-60 John Street, 3rd Floor",28014,MADRID,Spain,,Spain,EUR,B70760202,ES9421006098901300217464,CAIXESBB,,,Alliance Federal Bank,ES,Suppliers,,,,,
B70760202,Kaizen Team Building Solutions S.L.,"Via Giovanni Verdi, 30",28014,MADRID,Spain,,Spain,EUR,B70760202,ES9601287704810100036347,CAIXESBB,,,Apex Community Bank,ES,Suppliers,,,,,
FR61642033187,Kaizen Team Building Solutions S.L.,108 RUE LAMARCK,75018,PARIS,France,,France,EUR,FR61642033187,ES9601287704810100036347,CAIXESBB,,,Apex Community Bank,ES,Suppliers,,,,,
FR61642033187,Antonio Miguel Soriano Consulting,108 RUE LAMARCK,75018,PARIS,France,,France,EUR,FR61642033187,ES9601828104510201521865,CAIXESBB,,,Blue Ridge Bank,ES,Suppliers,,,,,
GB116636714,Antonio Miguel Soriano Consulting,"Grant House, 56-60 John Street, 3rd Floor",EC1M 4HG,London,UnitedKingdom,,UnitedKingdom,GBP,GB116636714,ES9601828104510201521865,SVBKGB2L,,,Blue Ridge Bank,ES,Suppliers,,,,,
GB116636714,EDICIONES YESTUDIOS S.L.,"Grant House, 56-60 John Street, 3rd Floor",EC1M 4HG,London,UnitedKingdom,,UnitedKingdom,GBP,GB116636714,ES9701497101420303149004,SVBKGB2L,,,Prime Federal Bank,ES,Suppliers,,,,,
B84506674,EDICIONES YESTUDIOS S.L.,Via G. Compagnoni 30,20129,Milano,Italy,,Italy,EUR,B84506674,ES9701497101420303149004,CAHMESMM,,,Prime Federal Bank,ES,Suppliers,,,,,
FR09908311103,Enterprises Wellness Logistics,Dorp Straat 47,6312,STEINHAUSEN,Belgium,,,EUR,BE-987.587.369,BE7960926199,,,,,BE,Suppliers,Aiden Ford,3215634729,,,
ATU19208701,Exclusive Pharmaceutical Depot,Laan Heuvelstraat 78,6300,Zug,Belgium,ivan@pharma.ch,,CHF,JCVFKrQTHzmuR,BE9607261796,ZKBKCHZZ80A,,,,BE,Suppliers,Sophie Parker,3278421630,,,
BE0252828916,Innovations Furniture Collective,Mönchstweg 31,8905,Arni,Belgium,info@la-furniture.ch,,CHF,LFXGjZgkguyR,BE0679962917,ZKBKCHZZ80A,,,,BE,Suppliers,Liam Harris,3223947865,,,
778324040,Premier eCommerce Branding,Sonnenfel Dreef 13,8004,Zürich,Belgium,info@la-furniture.ch,,CHF,BE-101.612.228 MWST,BE6721960987,ZKBKCHZZ80A,,,,BE,Suppliers,Emily Watson,3245679182,,,
BE0672863759,Global Optics Fulfillment,Echo Plaatsen,8055,Zurich,Belgium,info@la-furniture.ch,,CHF,BE-851.103.153,BE9716260798,UBSWCHZH80A,,,,BE,Suppliers,Noah Clark,3265784931,,,
BE0244142664,Elite Architectural Emporium,Fiscale Vertredestraat 29,8004,Zürich,Belgium,info@la-furniture.ch,,CHF,BEL-192.807.718,BE0296967719,UBSWCHZH80A,,,,BE,Suppliers,Olivia Turner,3271946508,,,
BE 0842156473,Select Transportation Concierge,Jura Plaats 5,CH-8607,Seegräben,Belgium,info@la-furniture.ch,,CHF,SyRkJIq,BE7269601987,UBSWCHZH80A,,,,BE,Suppliers,Mason Lee,3234567821,,,
BE0479561664,Luxury Aerospace Safety,Theater Baan 10,CH-3011,Bern,Belgium,info@la-furniture.ch,,CHF,BEL-273.743.286,BE9761620869,KBBECH22XXX,,,,BE,Suppliers,Ava Bennett,3267085324,,,
BE0568578168,Artisan Medical Experiences,Frohburg Straat 21,CH-3600,Thun,Belgium,info@la-furniture.ch,,CHF,BEL-308.923.764,BE0692967718,KBBECH22XXX,,,,BE,Suppliers,Ethan Scott,3273648592,,,
BE 0860109391,Boutique Consulting Lifestyle,Av de Châtelaine 89,84416,Taufkirchen (Vils),Belgium,info@la-furniture.ch,,CHF,BE-371.881.690 MWST,BE7621698907,BYLADEM1ERD,,,,BE,Suppliers,Isabella Collins,3280197654,,,
BE0410958217,Atelier Infrastructure Healthcare,Esche Straat 12,8038,Zürich,Belgium,info@la-furniture.ch,,CHF,BE-384.327.535 MWST,BE9761608269,BYLADEM1ERD,,,,BE,Suppliers,James Murphy,3212345678,,,
BE0642737737,Workshop Finance Advisory,Adligenswiler Weg 22,9050,Appenzell,Belgium,info@la-furniture.ch,,EUR,BEL-510.178.292,BE0962967718,BYLADEM1ERD,,,,BE,Suppliers,Mia Brooks,3249681237,,,
BE0860109391,Collective Taxation Wellness,Schöntalparkstraat 5 postfach,CH-4626,Niederbuchsiten,Belgium,info@la-furniture.ch,,CHF,mveufuc,BE6927108679,RAIFCH22XXX,,,,BE,Suppliers,Benjamin Hill,3278095436,,,
BE0728655684,Emporium Education Fitness,Av de Platzlaan 5,8001,Zurich,Belgium,info@la-furniture.ch,,CHF,snxkl,BE9176602868,RAIFCH22XXX,,,,BE,Suppliers,Charlotte Rivera,3225678941,,,
BE0672871083,Marketplace Research Outdoor,Lerzen Straat 18,CH-4132,Basel,Belgium,info@la-furniture.ch,,CHF,BE-825.244.958 MWST,BE0962768917,BLKBCH22,,,,BE,Suppliers,Lucas Cooper,3254936782,,,
BE0746581185,Depot Development Recreation,Route d'Arnier 4,1219,Genève,Belgium,info@la-furniture.ch,,CHF,BEL-266.494.709,BE6927160879,BLKBCH22,,,,BE,Suppliers,Lily Morris,3287650913,,,
BE0888020350,Warehouse Innovation Arts,Berk Straat 84,8603,Schwarzenbach,Belgium,info@la-furniture.ch,,CHF,CHE-976.341.931,BE9176602086,BLKBCH22,,,,BE,Suppliers,Jackson Perez,3245019287,,,
BE0447827521,Logistics Technology Culture,Dorp Laan 12a,6002,Luzern,Belgium,info@la-furniture.ch,,CHF,LSoBTIHBenlflf,BE0962768191,BLKBCH22,,,,BE,Suppliers,Chloe Jenkins,3256473829,,,
BE0544411213,Fulfillment Software Creative,Sihl Kade 253,8022,Zürich,Belgium,info@la-furniture.ch,,CHF,cdewpuzmp,BE6927160798,POFICHBEXXX,,,,BE,Suppliers,Alexander Reed,3283947561,,,
BE0867686774,Procurement Hardware Publishing,Bahnhof Steenweg 10,1014,Lausanne,Belgium,info@la-furniture.ch,,CHF,FoCAhtBNwN,BE9176602086,POFICHBEXXX,,,,BE,Suppliers,Zoe James,3267893245,,,
BE0737903348,Sourcing Electronics Music,Gerold Straat 11c,AT-6433,Oetz,Belgium,info@la-furniture.ch,,EUR,BEL-443.536.623,BE0962768917,SPIMAT21XXX,,,,BE,Suppliers,Daniel Wood,3271569804,,,
BE0722977622,Trading Robotics Film,Breitenste Laan 14,8953,Dietikon,Belgium,info@la-furniture.ch,,CHF,BE-992.439.995 MWST,BE6927160798,SPIMAT21XXX,,,,BE,Suppliers,Harper Simmons,3285436721,,,
FR09908311104,Commerce Pharma TV,Dufour Baan 38,1092,Belmont-sur-Lausanne,Belgium,info@la-furniture.ch,,CHF,mvwbttxfjt,BE9176602086,SPIMAT21XXX,,,,BE,Suppliers,Matthew Ross,3234876592,,,
ATU19208702,Retail Biotech Events,Postfach Uetlibeg Laan 65,8156,oberhasli,Belgium,info@la-furniture.ch,,CHF,qbojnvqg,BE0962768191,RAIFCH22E75,,,,BE,Suppliers,Grace Lee,3249567823,,,
BE0252828917,Wholesale Mobility Experiences,Mühleha Dreef 36,AT-6175,Kematen in Tirol,Belgium,info@la-furniture.ch,,EUR,BE-322.598.637,BE6927160798,BTVAAT22,,,,BE,Suppliers,Oliver Powell,3254981760,,,
778324041,eCommerce Travel Concierge,Herb Onderneming,8005,Zürich,Belgium,info@la-furniture.ch,,CHF,BEL-891.544.498,BE9176602086,KBBECH22XXX,,,,BE,Suppliers,Amelia Carter,3281239456,,,
BE0672863760,Online Tourism Lifestyle,Av de la Gare 46b,8700,Küsnacht,Belgium,info@la-furniture.ch,,CHF,CHE-189.558.854,BE0962768917,KBBECH22XXX,,,,BE,Suppliers,Jack Morgan,3265819043,,,
BE0244142665,Digital Hospitality Enterprises,Russe Weg 15,8005,Zürich,Belgium,info@la-furniture.ch,,CHF,BE-363.673.626 MWST,BE6927160798,KBAGCH22,,,,BE,Suppliers,Ella Campbell,3280765439,,,
BE 0842156474,Cloud Leisure Wellness,Rosemberg Straat 36,8037,Zürich,Belgium,kontakt@cloud.fm,,CHF,BEL-942.814.209,BE9176602086,ZKBKCHZZ80A,,,,BE,Suppliers,William Evans,3219476058,,,
BE0479561665,Tech Entertainment Logistics,Marktplein Straat 62,8702,Zollikon,Belgium,kontakt@cloud.fm,,CHF,cwryx,BE0962768191,CRESCHZZ80A,,,,BE,Suppliers,Scarlett Parker,3243872561,,,
BE0568578169,Enviro Media Depot,Hertogenboulevard 11,8031,Zürich,Belgium,kontakt@cloud.fm,,CHF,BE-546.314.842,BE6927160798,CRESCHZZ80A,,,,BE,Suppliers,Michael Nelson,3256028397,,,
BE 0860109392,Green Communications Fulfillment,Noordgemeenteblvd 79,8045,Zürich,Belgium,kontakt@cloud.fm,,CHF,BE-103.839.498,BE9176602086,ZKBKCHZZ80A,,,,BE,Suppliers,Victoria Adams,3278461932,,,
BE0410958218,Eco Advertising Procurement,Bos Laanweg 31,8953,Dietikon,Belgium,kontakt@cloud.fm,,CHF,BE-240.611.195 MWST,BE0962768917,UBSWCHZH80A,,,,BE,Suppliers,Henry Gray,3227053849,,,
BE0642737738,Bio Marketing Sourcing,Molenbeek Tuinlaan 4,8008,Zürich,Belgium,kontakt@cloud.fm,,CHF,BEL-833.189.305,BE6927160798,UBSWCHZH80A,,,,BE,Suppliers,Stella Allen,3286457310,,,
BE0860109392,Organic Branding Trading,Zand Straat 27,1920,Martigny,Belgium,kontakt@cloud.fm,,CHF,GzZbKF,BE9176602086,UBSWCHZH80A,,,,BE,Suppliers,Samuel Roberts,3267902548,,,
BE0728655685,Natural Consulting Commerce,Bergkerkstraat 86,8008,Zürich,Belgium,kontakt@cloud.fm,,CHF,BE-867.473.150,BE0962768191,UBSWCHZH80A,,,,BE,Suppliers,Lucy Carter,3234596782,,,
BE0672871084,Wellness Advisory Retail,Keizersdreef 8,CH-9000,St.Gallen,Belgium,kontakt@cloud.fm,,CHF,BE-670.424.687 MWST,BE6927160798,CRESCHZZ80A,,,,BE,Suppliers,Christopher Hughes,3251946783,,,
BE0746581186,Health Management Wholesale,Gravinnesteeg 43,8045,Zurich,Belgium,kontakt@cloud.fm,,CHF,BE-683.833.485,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,Nora Phillips,3285094732,,,
BE0888020351,Nutrition Finance eCommerce,Burgemee Straat 57,4535,Hubersdorf,Belgium,kontakt@cloud.fm,,CHF,BE-371.929.173,BE0962768917,CRESCHZZ80A,,,,BE,Suppliers,Isaac Brooks,3216839574,,,
BE0447827522,Food Banking Online,Provincie Laan 91,7260,Davos Dorf,Belgium,kontakt@cloud.fm,,CHF,BE-463.478.559,BE6927160798,CRESCHZZ80A,,,,BE,Suppliers,Audrey Barnes,3240759183,,,
BE0544411214,Beverage Insurance Digital,Bosringlaan 15,4133,Pratteln,Belgium,kontakt@cloud.fm,,CHF,BE-733.503.129 MWST,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,Elijah Hall,3275914638,,,
BE0867686775,Cuisine Legal Cloud,Meermarspad 7,8800,Roeselare,Belgium,kontakt@cloud.fm,,EUR,yvnobzvcc,BE0962768191,INGBBRUBEBB,,,,BE,Suppliers,Eva Flores,3282047569,,,
BE0737903349,Kitchen Accounting Tech,Beekplein 69,9000,St. Gallen,Belgium,kontakt@cloud.fm,,CHF,BE-661.363.777 MWST,BE6927160798,INGBBRUBEBB,,,,BE,Suppliers,Anthony Scott,3256478910,,,
BE0722977623,Garden Taxation Enviro,Duinwater Baan 83,3902,Brig-Glis,Belgium,kontakt@cloud.fm,,CHF,lucjiywn,BE9176602086,INGBBRUBEBB,,,,BE,Suppliers,Ivy King,3227381906,,,
FR09908311105,Home Education Green,Kerk Heuvel 34,CH-8802,Kilchberg ZH,Belgium,kontakt@cloud.fm,,CHF,BEL-550.620.359,BE0962768917,INGBBRUBEBB,,,,BE,Suppliers,Nathan Bell,3284657912,,,
ATU19208703,Lifestyle Training Eco,Berg Weg 22,4056,Basel,Belgium,kontakt@cloud.fm,,CHF,NgpMv,BE6927160798,POFICHBEX,,,,BE,Suppliers,Ruby Murphy,3219476053,,,
BE0252828918,Design Development Bio,Val Dreefje 91,CH-300,Bern 65,Belgium,kontakt@cloud.fm,,CHF,BEL-708.127.315,BE9176602086,POFICHBEX,,,,BE,Suppliers,Lucas Morris,3248039471,,,
778324042,Decor Research Organic,Laan Dreef 17,CH-8031,Zürich,Belgium,kontakt@cloud.fm,,CHF,BE-154.900.464 MWST,BE0962768191,ZKBKCHZZ,,,,BE,Suppliers,Anna Ward,3274562183,,,
BE0672863761,Fashion Innovation Natural,Bosweg 25,8001,Zürich,Belgium,kontakt@cloud.fm,,CHF,ILGcbYNqwbiLJ,BE6927160798,ZKBKCHZZ08A,,,,BE,Suppliers,Ryan Clark,3269805431,,,
BE0244142666,Beauty Technology Wellness,Molendreef 8,3003,Bern,Belgium,kontakt@cloud.fm,,CHF,BE-323.969.997,BE9176602086,ZKBKCHZZ08A,,,,BE,Suppliers,Sofia Foster,3283705914,,,
BE 0842156475,Apparel Software Health,Hout Baan 63,8005,Zürich,Belgium,kontakt@cloud.fm,,CHF,fhsocedrw,BE0962768917,KBBECH22XXX,,,,BE,Suppliers,Thomas Green,3226098473,,,
BE0479561666,Accessories Hardware Nutrition,Akker Steegje 41,CH-6440,Brunnen,Belgium,kontakt@cloud.fm,,CHF,BE-280.175.752 MWST,BE6927160798,KBBECH22XXX,,,,BE,Suppliers,Amelia Harris,3249537820,,,
BE0568578170,Jewelry Electronics Food,Haven Laan 5,8010,zurich,Belgium,kontakt@cloud.fm,,CHF,BE-475.931.718 MWST,BE9176602086,KBBECH22XXX,,,,BE,Suppliers,Daniel Young,3257164892,,,
BE 0860109393,Watches Optics Beverage,Park Straat 90,4142,Münchenstein,Belgium,kontakt@cloud.fm,,CHF,BE-133.701.528 MWST,BE0962768191,UBSWCHZH80A,,,,BE,Suppliers,Caroline Cook,3273409581,,,
BE0410958219,Footwear Robotics Cuisine,Tuin Baan 38,CH-8005,Zürich,Belgium,kontakt@cloud.fm,,CHF,CHE-335.160.602,BE6927160798,CRESCHZZ80A,,,,BE,Suppliers,Andrew Bennett,3286473902,,,
BE0642737739,Leather Aerospace Kitchen,Kerkhofweg 72,6318037,Zurich,Belgium,kontakt@cloud.fm,,CHF,pacmezqh,BE9176602086,ZKBKCHZZ80A,,,,BE,Suppliers,Natalie Parker,3216054789,,,
